Timestamp,dx,dy,da
1609929839.055207,-0.020365689929493797,-0.0005730568314288583,2.575598725464863e-05
1609929839.087916,-0.0015238237846589672,0.004506718043727302,-4.767092031772537e-05
1609929839.133548,-0.022653410945384395,-0.0015971199571574262,-3.0538059668229137e-05
1609929839.164722,0.0511247963510207,-0.0012165121590311475,8.25660514816061e-05
1609929839.208726,-0.01442921842588663,0.005222370208207239,-1.5544562928141166e-05
1609929839.236746,-0.008741770669526765,-0.01970730400059646,7.492963113041454e-07
1609929839.261245,-0.021043382801535816,0.013306270284464676,-3.02562723481247e-05
1609929839.289444,0.018267523505412213,-0.023785928009466446,2.6200172033859373e-05
1609929839.324636,0.0048815847328429526,0.014733317636952067,-4.348901232096565e-05
1609929839.352469,0.008688388524743303,0.019151433512751392,1.1414498488014454e-06
1609929839.393602,-0.02024698698432406,-0.012856056578116906,-5.741314854815739e-06
1609929839.429423,0.005602282234177412,-0.0056526737704015,-8.806138695856747e-06
1609929839.45434,-0.029739313374382324,0.01795147624910018,-9.507851649101512e-05
1609929839.488434,-0.011700796509798947,-0.009735475508569427,4.325787440802977e-05
1609929839.541822,0.006966910379416824,-0.0066312537043310416,-2.0815510814415363e-05
1609929839.572427,0.009838666613286473,0.002274965265908306,5.7730814305562126e-05
1609929839.598037,-0.0368984438754134,0.007165662543805011,-6.277770505979084e-05
1609929839.640956,0.03880467393812223,-0.006284309263649139,8.772917186906533e-06
1609929839.668534,-0.013186520984389737,0.01138707077109398,-4.7163258601212054e-05
1609929839.697839,-0.013919262213035792,0.026395709157529035,-3.675622886579038e-05
1609929839.736151,0.0167381287638268,-0.0012471784280757786,5.535806993084287e-05
1609929839.766876,-0.03883006434377742,-0.004250079923082081,-1.7016856887458346e-05
1609929839.796678,0.0004113656289600198,-0.01977303560191479,2.4732387679955087e-05
1609929839.855313,-0.014228674813350304,0.0327728659100702,-6.220867767125017e-05
1609929839.881992,0.008911457429265895,-0.01474449857875457,7.060913677115317e-05
1609929839.906014,-0.011543470293388647,0.006947144340674616,-4.761674624054204e-05
1609929839.930322,0.010149879422796718,0.047535749528676674,-8.483360248219484e-05
1609929839.954417,-0.008166442897041421,-0.01767754899164447,3.898818665348268e-05
1609929839.982519,0.009159132192853666,0.012026288838661001,-4.656872060066161e-05
1609929840.017965,-0.024411114820602726,-0.020193818825412227,1.2498753862771671e-05
1609929840.053822,-0.001889181142241157,0.006779017084017012,-3.073864415755954e-05
1609929840.081552,-0.04001363902440082,0.012472862604212188,5.952165128332697e-06
1609929840.130111,0.0007165164057969797,0.042722036180101786,-7.053166422706372e-05
