Timestamp,x_error
1609949125.349609,-0.050044577271923255
1609949126.144394,-0.09338495495191823
1609949126.918125,-0.07564151151165611
1609949127.69499,0.18089436606552667
1609949128.464914,-0.0667241454413721
1609949129.250082,-0.10877239413928748
1609949130.035473,0.10004463753148525
1609949130.822134,-1.297239058225628
1609949131.603104,-33.39425663895362
1609949132.382457,-15.243343510970199
1609949133.172046,-13.045934881236963
1609949133.959734,-8.605531672792024
1609949134.740095,-12.91758733261884
1609949135.528421,14.267472338132567
1609949136.314113,3.2228570036497253
1609949137.101932,-3.177250303873431
1609949137.881493,-8.06112363956708
1609949138.660799,-7.819887422293012
1609949139.456759,-34.505421978642865
