Timestamp,x,y,z
1609942208.2930129,0.0,-0.0,0.0
1609942208.4901333,0.0,-0.0,0.0
1609942208.737265,0.0,-0.0,0.0
1609942208.8978481,0.0,-0.0,0.0
1609942209.1177325,0.0,-0.0,0.0
1609942209.2880132,0.0,-0.0,0.0
1609942209.4987023,0.0,-0.0,0.0
1609942209.7405949,0.0,-0.0,0.0
1609942209.8925178,0.0,-0.0,0.0
1609942210.1156669,0.0,-0.0,0.0
1609942210.309791,0.0,-0.0,0.0
1609942210.4955645,0.0,-0.0,0.0
1609942210.742895,0.0,-0.0,0.0
1609942210.9000635,0.0,-0.0,0.0
1609942211.1157672,0.0,-0.0,0.0
1609942211.2966397,0.0,-0.0,0.0
1609942211.4997344,0.0,-0.0,0.0
1609942211.7405832,0.0,-0.0,0.0
1609942211.8980324,0.0,-0.0,0.0
1609942212.1189919,0.0,-0.0,0.0
1609942212.2957711,0.0,-0.0,0.0
1609942212.5032554,0.0,-0.0,0.0
1609942212.7470667,0.0,-0.0,0.0
1609942212.8997972,0.0,-0.0,0.0
1609942213.1271067,0.0,-0.0,0.0
1609942213.3028913,0.0,-0.0,0.0
1609942213.5033588,0.0,-0.0,0.0
1609942213.750275,0.0,-0.0,0.0
1609942213.9043536,0.0,-0.0,0.0
1609942214.1262033,0.0,-0.0,0.0
1609942214.3115375,0.0,-0.0,0.0
1609942214.50407,0.0,-0.0,0.0
1609942214.7488215,0.0,-0.0,0.0
1609942214.9022632,0.0,-0.0,0.0
1609942215.1397345,0.0,-0.0,0.0
1609942215.3101902,0.0,-0.0,0.0
1609942215.512599,0.0,-0.0,0.0
1609942215.7747169,0.0,-0.0,0.0
1609942215.9175618,0.0,-0.0,0.0
1609942216.1389985,0.0,-0.0,0.0
1609942216.3146527,0.0,-0.0,0.0
1609942216.5201516,0.0,-0.0,0.0
1609942216.7728813,0.0,-0.0,0.0
1609942216.9178748,0.0,-0.0,0.0
1609942217.1395302,0.0,-0.0,0.0
1609942217.3187945,0.0,-0.0,0.0
1609942217.5307207,0.0,-0.0,0.0
1609942217.7771485,0.0,-0.0,0.0
1609942217.9206836,0.0,-0.0,0.0
1609942218.1630514,0.0,-0.0,0.0
1609942218.3217623,0.0,-0.0,0.0
