Timestamp,x_error
1609950102.719991,0.0038006514616657494
1609950103.392923,0.022222614169068462
1609950104.070869,0.13013126201958458
1609950104.739889,-0.04147170688905101
1609950105.421982,0.060852282314662665
1609950106.098599,0.0043558987355105175
1609950106.773784,0.010572250987846466
1609950107.45107,0.5677222581577621
1609950108.124795,-0.6793756849918142
1609950108.796029,-1.1677412920500505
1609950109.465705,-3.254962498763814
1609950110.13852,6.72354388343538
1609950110.811067,-6.505811778796906
1609950111.484376,-6.736657643970388
1609950112.162735,-7.168424597128253
1609950112.836752,-14.444064849340204
1609950113.506258,-16.320179708586572
1609950114.17988,-10.435569919002132
1609950114.857035,-5.6409238866997935
1609950115.530736,-0.9097669799708564
1609950116.200385,0.700952048126265
1609950116.875357,3.1564043647731275
1609950117.563742,2.381180174555809
1609950118.230895,0.12326653832113862
1609950118.903694,-0.2528304962670326
1609950119.576561,-3.4242584248106334
1609950120.250509,-4.288347474961133
1609950120.922681,-4.2045670117164775
1609950121.594084,-5.8998052565512085
1609950122.271858,-8.362368928106761
