Timestamp,x_error
1609941421.055088,-0.8105127736517812
1609941422.108137,0.44810173239569767
1609941423.139007,0.844556054624683
1609941424.167897,-0.94521315789807
1609941425.20312,-0.395385155722718
1609941426.250429,136.20081493420855
1609941427.286878,387.44314350495597
1609941428.306292,192.86903940174642
1609941429.347395,36.120977354228046
1609941430.390663,-12.201994445697293
1609941431.423468,-16.551436758790754
1609941432.442818,-2.2997103746182193
1609941433.521676,18.310583995552317
1609941434.516091,18.494085539817867
1609941435.550312,-21.492407869409924
1609941436.616621,51.01620154777053
1609941437.617027,-129.4718532033143
1609941438.653414,-52.17902828415861
1609941439.707599,-2.7909949495619686
1609941440.729277,125.78837694951864
1609941441.751911,16.16960283109745
1609941442.814855,-251.34699878580162
1609941443.874336,-252.32996387174708
1609941444.929676,525.4407172082479
1609941445.935679,389.7157201694716
1609941446.996908,-596.3518525077486
1609941448.031889,-225.2809965072119
1609941449.098987,813.3816298198557
1609941450.143592,-319.1678125105797
1609941451.154685,258.80482027448454
1609941452.231052,-102.25678312117552
1609941453.27672,-76.44536506627176
1609941454.324193,394.2437551008751
1609941455.360808,320.8474121097773
1609941456.385753,-21.399308638058834
1609941457.420452,-100.67799040597578
1609941458.456264,-509.8263047735488
1609941459.538693,39.78491200692762
1609941460.530405,-3.978232787266997
1609941461.580865,1.0757143995355563
1609941462.590695,-20.07615706154277
1609941463.628523,-12.687330172175006
1609941464.658222,0.1810107162797836
1609941465.700808,-13.728047596482641
1609941466.78206,-5.079691424228033
1609941467.767103,36.785379246282474
