Timestamp,x_error,y_error
1610095184.787417,-3.4833015153880775,-3.0383721144732165
1610095185.596451,-0.714203005678548,-0.7942441902947687
1610095186.485151,2.3775591712586626,1.7445346706260128
1610095187.331901,3.2051119874676264,2.5390607621378853
1610095188.115226,0.6327651278750438,0.5694497336620203
1610095188.907025,-2.869708311285119,-2.9385656638496562
1610095189.688384,-0.369586835392006,-0.41243610501896194
1610095190.47068,5.462862136380005,13.136224242422665
1610095191.26732,-2.223370265943298,120.63105203507251
1610095192.078468,-13.326320989447106,-7.539510794035692
1610095192.886571,-10.80924929161167,-42.253798917748874
1610095193.690196,4.933297751265828,-19.7517482101452
1610095194.498705,3.583816520392174,-38.13716424406411
1610095195.292228,6.510814651143596,30.120871701714968
1610095196.098428,17.321211051260683,46.43879465131744
1610095196.900278,26.34957792427304,78.94864234685171
1610095197.706174,-9.86286758714985,75.9707160528558
1610095198.513418,-23.63571621214406,24.207581038494304
1610095199.317174,-20.474211863614084,-82.33875018299817
1610095200.127082,-14.468639493954523,-61.39021036632298
1610095200.948694,-24.040724150985465,-81.29662921675458
1610095201.736989,4.955971022204566,-24.276993745617077
1610095202.534617,14.832809396694564,-8.451196798246633
1610095203.343216,19.899074240062422,6.53997973645681
1610095204.157158,-6.871498877868351,-144.38192778909539
