dx,dy,da
0.10087578417007359,-0.012633771046016054,3.9830399825436407e-05
-0.29965501158869629,0.031940114513541701,-1.1958689805803669e-05
-0.10620147009626019,0.0025776303724134308,-5.3507554601500881e-05
0.25250263408632206,-0.03594985235530232,0.00012693883606969375
0.079799755899737562,0.030724326660218404,3.9503939306816778e-06
-0.14102039445949352,0.022207173068223032,-6.0300594334750464e-05
0.24620469769666023,0.11234002010248234,-9.266270262215428e-05
0.25201300664073739,0.01825900410467524,-6.5462647949735225e-05
-0.28691143022344778,0.070339331597856172,-0.00016937701455976039
-0.050274553477080805,-0.05126784265408163,9.0104328185444698e-05
0.14959976688387844,-0.0046237151214902012,-1.0887007927830614e-06
-0.35953185482115141,0.078736377515751299,-0.00011126820677404178
-0.44864697168710577,0.057299531843149606,2.3808909908791566e-05
0.23972352109098286,0.032129047316351203,1.077890522282296e-05
-0.04251750289322604,-0.022555961878522029,9.2878812397885265e-06
-0.33016383869474247,0.011468013544837268,-6.4642142156102748e-05
0.22619516190822431,0.004837271012991029,-4.1030399165050445e-05
0.24874340480048787,0.02686236905201303,-3.2511465441703768e-05
-0.31322882953892306,0.023102866530225846,-0.00011563699142746441
0.024901586913208373,-0.017863251983193718,0.00012841994256741299
0.33283659173806263,0.0016030097729310411,1.5207710757836677e-05
-0.03192559487681737,0.044639191875669712,-3.5367241392010901e-05
-0.17084137358699805,-0.0067086906547109693,-3.6603422296869072e-05
0.12914409628772533,0.0063553424428753579,7.9396004107844866e-05
-0.076329898569820073,-0.032147392253727994,1.6907645425640673e-05
-0.48349111918232618,0.03425348580360478,-3.7147097497118365e-05
-0.0066681078999420162,-0.010301572769726659,1.3260622342849268e-06
0.1408928382194447,-0.011860417168848003,8.3052754929018309e-05
-0.2772644818516854,0.021116143257057129,-3.5474941200307924e-05
-0.036007219525424738,0.015938420204271109,-3.4918550889530736e-05
0.32081942208500069,0.029107652016975516,-3.1600248814597969e-05
0.22543898039941657,-0.016722799622697331,6.6494421998534482e-05
-0.011775710601651362,-0.052226115712346588,7.5619941506086373e-05
0.2551446346337245,0.030121701806688699,-1.2079804040350505e-05
0.2056110355373611,0.051155912966645803,-7.9095283016507461e-05
-0.16949336880983754,-0.021339249727568548,2.5487253309731011e-05
0.17581330710731935,0.0078789967313079023,3.329676164328299e-05
0.14676166039551219,0.056009038543297418,-0.00010637451377990417
-0.33549572252834758,0.028607516310228953,-2.5787286140906361e-05
-0.22849940338632302,-0.054019398882821305,9.3271694256485372e-05
0.20784661128145007,0.035546979709755885,8.8196378872184027e-05
-0.075131975468339759,0.058971856809378394,-0.0001294465747521339
-0.15861784233161619,-0.04743065611730593,8.0631373791714711e-05
0.19475567246059231,0.031826782624228223,1.9508029405446275e-05
0.16199068983268933,-0.050073388442166633,6.7891314457175825e-05
-0.33404834646163595,0.0023893251582187331,-7.2039224585761127e-05
0.029662184513092049,-0.0087168843080732764,7.4097307158211794e-05
0.25231239760444574,0.029229179635089336,-0.00010693050528721193
-0.054456869049032991,-0.0099428252736575816,-9.2731814024217355e-07
-0.15817218071012371,0.02634078954130533,-3.4136636678642946e-05
0.2639834786384796,0.016079508906419404,0.0001153508928539625
-0.28395852402258509,-0.056173682232006639,4.9718038650648397e-05
-0.53927956276378897,-0.013262334977036605,0.00011213745185514221
