Timestamp,dx,dy,da
1609925945.049045,-0.019261989776936904,0.031936115634301696,-6.17363835345712e-05
1609925945.08469,-0.013651523641097087,-0.011189369827240917,-1.8588773086028756e-05
1609925945.117533,0.022681303197027804,0.0038044076405767437,1.3904088702951164e-05
1609925945.152624,0.010667405283940043,0.013091181018955438,3.8491600087659056e-05
1609925945.182086,-0.01003162304161291,0.01002903676361682,-3.137391848463649e-06
1609925945.214716,0.004731668775797912,0.006820382799449125,-1.8155034152390048e-05
1609925945.258893,0.0059258553240958065,0.029210673416395085,1.0182691772186962e-05
1609925945.290738,-0.001520644655381223,0.011140811786468197,-5.63037475055637e-05
1609925945.320773,0.015173680921374444,-0.00785076463085304,5.9680152805471914e-05
1609925945.353064,-0.0027331311745152167,0.009842842523915277,-2.1445388989292608e-07
1609925945.383809,0.007557204539231698,0.020262852889411206,-1.915376677502799e-05
1609925945.414717,0.04844022371949189,0.009892242378884891,2.8143285508457515e-05
1609925945.445374,-0.009073679341878981,0.0023375840803689465,-1.5905426628079538e-06
1609925945.480278,-0.016756052798166624,-0.017498123086287575,6.857496797143934e-06
1609925945.511085,-0.025767979129135386,-0.005072531264862928,4.280160305759548e-05
1609925945.550071,-0.03892957114738538,0.0027713091082682824,-4.4300861969731715e-05
1609925945.590545,-0.006092486782071771,-0.0227973103685547,1.9872298842975765e-05
1609925945.622067,-0.008007639158243568,0.0019399533978650546,1.7634792185982805e-05
1609925945.650153,0.0008974875138286745,0.009042440635336841,-4.84859442475381e-05
1609925945.682818,-0.0018633299910332253,0.014513576553782014,1.813765151962678e-05
1609925945.719482,-0.022057846720694045,0.017625330421051327,-6.646812342236406e-05
1609925945.75127,-0.03908699326299615,0.003595363114976408,-3.7728509431706416e-05
1609925945.783334,0.04456561839892629,0.05611611958291288,-7.998603717044206e-05
1609925945.81464,-0.019113192808516026,0.025351978543459944,-0.00010065981772986112
1609925945.844388,0.019689157911350997,-0.007360866884137102,1.9747284907860014e-06
1609925945.878741,0.003193927197430881,0.014566680899956014,2.638570894807675e-05
1609925945.919828,0.014938420478901013,0.005030335220856504,-8.346475369689687e-06
1609925945.951535,-0.005807330951286239,0.011249398855008442,-6.508867068093124e-05
1609925945.984925,-0.023438060087747594,-0.009377673103762117,3.7605935558615316e-05
1609925946.024563,-0.03162093803552863,-0.014461290417853314,3.845898410131718e-05
1609925946.056762,0.04383732198411258,-0.01212713613084942,5.0153708207566646e-05
1609925946.086462,-0.005374387945535325,0.042399409669541054,-8.777708279525727e-05
1609925946.117098,-0.03039106902696059,-0.04844010126868888,7.988138182804123e-05
1609925946.148811,0.01863794759559817,-0.011094750842520928,-2.0690898762675208e-05
1609925946.181709,0.01073687750423906,0.01767832656202711,-4.248941546089226e-06
1609925946.21502,-0.021689769238964637,-0.008847479457914777,-2.933982476515438e-05
1609925946.248854,0.015463600026744004,0.016423114359858132,1.1727536042863275e-05
1609925946.282844,-0.015348354169288607,0.010215080733048273,-5.6810078443772284e-05
1609925946.316387,0.009831464726539603,-0.02283669571677671,9.1840786793331e-05
1609925946.349987,0.021418806453696253,0.0052010567302363895,-3.667140235290174e-05
1609925946.385213,0.015257971396414584,0.015076999460564941,2.789425454035019e-05
1609925946.415079,0.018485392318706547,-0.012219210581070407,2.4384015783689567e-05
1609925946.45059,-0.004223000325680769,0.030134105091114638,-8.024265384577655e-05
1609925946.480731,-0.001667632124362055,-0.02497823830687667,4.4572308397855206e-05
1609925946.51441,-0.0041824305227573695,0.0004975360582295529,4.2236328552665624e-05
1609925946.55868,-0.009085714490503376,0.0024796767202324393,-2.9957544222891237e-05
1609925946.589017,0.007664722260488369,0.01682510759045263,-1.9370304500639058e-05
1609925946.618739,0.00048295417345569323,0.001930227766606291,3.922729349220047e-05
1609925946.658411,-0.021766997322711014,-0.01834641116220251,-1.6973533498611385e-05
1609925946.688395,0.015002584918334304,0.008555777308193055,1.1845437997142884e-05
1609925946.720841,-0.0159150939737058,-0.014317593877292745,8.514739863505722e-06
1609925946.753868,0.030769032846134088,0.005024756065479856,3.9825541000549845e-05
1609925946.782418,-0.0039104097758533764,-0.019534911506461704,5.767720904353075e-05
