Timestamp,x_error
1609950552.808548,0.05937884702775902
1609950553.485463,0.02057498441710456
1609950554.159996,0.02895878364726298
1609950554.828753,0.07362328422640069
1609950555.501649,0.0471261592937349
1609950556.182163,-0.04059681946065388
1609950556.855692,0.05975024289606066
1609950557.531036,-0.247755265557641
1609950558.19837,0.2412799327020051
1609950558.865861,0.1061670603201264
1609950559.536294,-0.18518249276515153
1609950560.208627,-11.121560873339707
1609950560.879295,-9.570331188695983
1609950561.558497,-7.580009744743039
1609950562.232433,-1.8391575302516407
1609950562.901906,-7.7010359264558765
1609950563.571287,-19.600281694115544
1609950564.239681,-9.028254057583137
1609950564.909249,-4.67410963419063
1609950565.579343,-2.5670969607933047
1609950566.243427,-5.580353252593547
1609950566.915304,-1.6709552484869268
1609950567.580905,10.021272017222532
1609950568.254,8.269616562161914
1609950568.925545,13.98397863335898
