Timestamp,x_error
1609944731.285281,-0.6706560578810632
1609944732.559371,-0.42667290547743875
1609944733.838227,3.8198746783236537
1609944735.100222,3.0788637835768586
1609944736.366372,8.3492884516836
1609944737.637776,-22.55795847969274
1609944738.912468,-44.19167710383711
1609944740.186013,-33.80427597664217
1609944741.452934,1.9820397254861957
1609944742.7265,7.513398171299393
1609944744.006789,3.7198655425898433
1609944745.281059,-3.76774762547245
1609944746.548914,-10.883762068735157
1609944747.816928,-10.903839841846306
1609944749.090455,-2.7367268554874897
1609944750.356742,-1.4936458805948534
