Timestamp,x_error,y_error
1610096374.934499,-0.7092823532591985,-0.561517298192854
1610096375.719744,-0.9302447493612941,-0.45232240907172816
1610096376.503291,-0.7550197607005648,-0.7741922615414394
1610096377.283434,-1.0537465376741864,-0.5937273507685585
1610096378.064779,-1.3322582407582169,-0.4091121910411345
1610096378.841167,-0.5824229423518708,-0.45056630053775626
1610096379.617377,-0.44576623207344623,0.21402500558099358
1610096380.401758,1.3151235801026158,1.9452155201802432
1610096381.195243,9.921074868161668,13.53759039423801
1610096381.966647,2.140424836545992,36.07438214227638
1610096382.782416,-13.326193832755258,-2.7568696016006284
1610096383.590746,-17.68292870796246,-14.893572082133483
1610096384.397015,-22.201364660246895,-9.5729388281719
1610096385.245592,-14.879322366663216,-3.0449542531707685
1610096386.082928,-7.15976854983294,-3.7155748399492334
1610096386.894908,3.500975289278216,3.9081556755355567
1610096387.699999,3.4523423113050535,-3.6180508347124785
1610096388.507139,9.662666578619698,3.8014621473107577
1610096389.311124,9.347519756392204,1.21861471915627
1610096390.117875,8.368416408623936,2.38628293750727
1610096390.921571,2.9672191179349987,6.5516564464846585
1610096391.734902,0.7634081131100307,-4.565622748317427
1610096392.542586,-9.931212187182972,-7.593060195183007
1610096393.349599,-6.0328270160733295,2.498250039136775
1610096394.149875,-2.5912042213033875,2.401741770956051
1610096394.957075,-0.7360300509245499,4.21374707588636
1610096395.775627,-1.0851293633181682,0.7569992924451645
1610096396.589457,3.2230965434247074,2.8718216895239
1610096397.399129,5.827506128767109,6.714978437970373
1610096398.203867,8.350120056362222,6.69764233456583
1610096399.015668,7.527529650640682,5.7100383907362655
1610096399.813638,6.049497273173566,4.12063134460987
1610096400.630016,9.54429360073544,1.2069452346161518
1610096401.440673,2.1033578023924537,1.1213911737563385
1610096402.245824,8.073687135165262,8.099323592609451
1610096403.086198,3.958729765634911,4.169385171457882
1610096403.892585,2.6865888723307862,8.15388202784097
