Timestamp,x_error
1609948631.567416,0.05444300645635827
1609948632.356024,0.004268386548365852
1609948633.137381,0.631569388363706
1609948633.918974,0.3304377062508138
1609948634.707235,-0.5789546286218539
1609948635.495197,-3.549093206633092
1609948636.270633,1.901282107631439
1609948637.044541,6.140335668290543
1609948637.82068,18.825290849843825
1609948638.593109,6.743662360089049
1609948639.380863,14.153581612120943
1609948640.160599,12.89995493990619
1609948640.949793,-2.5744978576271644
