Timestamp,x_error,y_error
1610096168.829067,-0.005797286238719172,0.06777001636240346
1610096169.621712,-0.0751246016478746,0.017214932331774874
1610096170.418988,-0.071611233853508,0.07967300255220282
1610096171.206641,-0.14389849105545433,0.03976297846824203
1610096172.002581,-0.06161702637019819,-0.07366851222145444
1610096172.805324,0.2749037432615501,-0.07579382255509116
1610096173.594821,-0.30526955383031273,-0.13615275988044384
1610096174.399309,-4.2593734377713215,-1.0187171894175435
1610096175.213757,-1.3362386042230827,26.337650821773828
1610096176.011568,-7.225002127372275,76.7357693937947
1610096176.823534,-10.544690128424278,77.4046067583613
1610096177.635145,3.8230634766635267,1.9603915991780736
1610096178.463188,3.8813121242938324,-10.273230949051062
1610096179.27683,-0.3640838632214892,-9.016576030887414
1610096180.083711,3.9240269214816283,2.3235674244699283
1610096181.008677,4.550506930322449,7.087744499558145
1610096181.829948,6.316392820664,2.336855519779196
1610096182.650936,3.8670327870633128,2.4938044295934176
1610096183.466556,7.637772729198584,1.170102494950262
1610096184.277874,-5.901385685348646,-7.386355920725787
1610096185.085502,7.421308544047659,-2.011872967552611
1610096185.914692,4.650264257601692,-2.3399689521134412
1610096186.727137,-0.8809104499218138,-4.131597804566801
1610096187.542631,-2.4615519408690365,-6.194240929877745
1610096188.359406,-3.2607046370410218,1.7098545089342831
