Timestamp,dx,dy,da
1609929702.791668,0.02274063259139146,0.005510053232883047,-1.3535646053850865e-05
1609929702.822448,0.021943424868253417,0.010361866927774275,-9.75021824743167e-06
1609929702.860094,0.016913071116410827,0.008422056550427992,-4.048135649531757e-05
1609929702.88629,-0.0009085140418299804,0.012832944923327184,-4.779617760043449e-05
1609929702.913143,0.03467481470894023,0.011296331894756914,-2.3229856058599676e-05
1609929702.957174,-0.003917033764965313,0.003929114245102146,2.6226847934683198e-05
1609929702.985297,0.0019390993996645457,0.02862744021063654,-5.418875506250943e-05
1609929703.01316,0.0526983657841783,0.015716844741125516,-2.3715668492143073e-05
1609929703.042931,0.010007994848153899,0.020986916257922015,-1.4655232227685594e-05
1609929703.096462,0.037566701878861526,0.017983500188530285,-7.335214494639326e-06
1609929703.124786,-0.010550047040725269,0.03212183205780509,-6.088761323788224e-05
1609929703.153015,0.018697998878947512,0.02338121313627659,-2.2326575409355708e-05
1609929703.186248,0.034154235865139285,0.007813510045347583,1.73550781317968e-05
1609929703.216413,0.03469783230849302,0.03817028771545664,-3.872613077724793e-05
1609929703.246339,0.047700949509610346,0.013192899411215098,-3.7246569346079385e-05
1609929703.283534,-0.004109703980374567,0.033483375020241846,-6.417523983535814e-05
1609929703.318369,0.07564557621240836,0.017483286665695486,-1.2388339091495037e-05
1609929703.345559,0.08229708718354141,-0.011388409841520996,3.8447848188011796e-05
1609929703.388358,0.11452909152271976,-0.03013047949568866,7.78951700771805e-05
1609929703.418863,0.026454578050678287,-0.039416945011891566,5.705688411994613e-05
1609929703.447025,-0.0059582407813159564,-0.007136356013924011,1.9508887545326842e-05
1609929703.489823,0.014113448519237215,0.027865648356676542,-1.3772196848465567e-05
1609929703.52175,0.023312772856985093,-0.00485478166855019,1.6928407776990415e-05
1609929703.548572,0.02698001828839172,0.04589618890126079,-8.498679671479009e-05
1609929703.574603,0.006396148375803426,0.020441352131207846,-3.097197325686297e-05
1609929703.63503,-8.698630402889833e-05,0.02158334384525728,-4.3086336945539e-05
1609929703.666154,0.006575041341581794,0.01606770253334805,-8.747341536253332e-06
1609929703.693057,0.005828821060160229,0.0017094407341638647,-8.883170455049047e-06
1609929703.721588,0.008213021561157679,0.01937718602606707,-1.9729556309529703e-05
1609929703.749118,-0.006203945021827431,0.007309487094712096,-4.17075322932226e-05
1609929703.777318,-0.04723204007156659,-0.019449872344385576,5.390582222060712e-05
