Timestamp,x_error
1609949807.978484,0.14798116908922065
1609949809.251264,-0.63665336059367
1609949810.502453,1.399167343779864
1609949811.751374,0.861214120454336
1609949813.001471,-18.975749733946316
1609949814.260793,-16.748558795465
1609949815.507808,-11.406538763620647
1609949816.76264,-4.960578456016442
1609949818.016686,7.374368721994218
1609949819.285983,7.197980222606111
1609949820.568526,6.081219968111244
1609949821.85308,3.244663465667201
1609949823.117094,4.952815313532241
1609949824.402236,5.192744673862593
1609949825.674963,11.367656960544311
1609949826.938315,8.301430175109932
1609949828.206701,4.097160396959319
1609949829.474988,-0.4847433673697975
1609949830.747964,-7.322892954394953
1609949832.004021,-1.3354298160875182
1609949833.275143,-5.229921237634789
1609949834.568687,-7.808878391384723
1609949835.838559,-16.886907479984977
1609949837.237656,-18.399203105575566
1609949838.520975,-3.136895396415168
1609949839.773357,0.6740683322400632
1609949841.026043,3.498711746003681
1609949842.279966,-5.8268282367714255
1609949843.558598,-4.581876208588757
