Timestamp,x_error
1609944456.096271,-0.07791063972413027
1609944457.360311,0.09396854322141285
1609944458.625155,0.43589741771997365
1609944459.884969,-1.059338080507723
1609944461.137141,-5.650011244306423
1609944462.398035,-9.497648372617855
1609944463.661503,-34.77956359608438
1609944464.942295,-57.56067786856122
1609944466.221913,-30.397529163677618
1609944467.492468,7.020372346430193
1609944468.76429,6.240971202502215
1609944470.024443,2.9551231655053205
1609944471.289621,-4.255429056316765
1609944472.548133,-3.367627888819831
1609944473.811979,-9.437292836312476
1609944475.075225,-9.232538197563061
1609944476.334405,-9.98931551752837
1609944477.595777,-7.428166268942707
1609944478.866231,-4.581770175979049
1609944480.155429,0.6564651166541786
1609944481.436264,-2.892343893679815
1609944482.72045,-7.6254440622184365
1609944483.994715,-5.432670496458995
1609944485.274938,-3.7488521376437265
1609944486.558517,-2.4598931924450023
1609944487.850193,-7.534190797110358
1609944489.124702,-6.759804601038891
1609944490.413702,-12.369491679910773
1609944491.684849,-4.419139872232276
1609944492.946373,-2.930760944471198
1609944494.207865,-0.9687423525613048
1609944495.469494,-3.0236179785575326
1609944496.736782,-5.592815248420426
1609944497.998704,-3.5889844893135865
1609944499.278482,-9.426572149188646
1609944500.545419,-4.308585610102634
1609944501.830226,-20.13815059174863
1609944503.138905,-10.725517638082502
