dx,dy,da
0.030573215043761457,0.017354533386428419,-6.2146152705883675e-05
0.18690816820197151,0.002448226731951969,-4.4161849826968473e-05
0.25216117337814609,0.09290770727373264,-0.00018025306484370184
-0.0081901144407387615,0.11658351011233375,-0.00015842958029727475
-0.0063977166245445111,0.050608124385480263,-3.8195750804271506e-05
-0.010757389168638234,-0.0012524738698827115,-5.8304361297019561e-05
-0.10200055355336554,-0.087949283948302606,0.00020124816611873848
-0.092945382459042408,0.020122942033537396,-4.0930002902928802e-05
0.22309406125636252,-0.0053894593242803414,-9.6587702510932079e-05
0.064103630674514994,0.0043271979720483382,4.7145367551587361e-05
-0.19535212322297096,0.067582022373572484,9.2338023388975316e-06
-0.016567830494613304,-0.12510918478947888,0.00022700412533188696
0.19163046453356122,0.015458984939912691,-6.8736276091638931e-05
0.17069290875835832,-0.033772964231138597,1.7015235034211903e-05
-0.019966550796253257,-0.0011807342036130875,3.1763169911938761e-05
-0.063907998247929365,-0.080399296461022063,0.00014778829799454662
-0.13291121340844878,-0.0081493879020282083,-3.4082078023210475e-05
-0.053641833220370479,0.031008474601800454,-6.5538350887908256e-05
0.020999907557449359,-0.022064112493129492,5.7196910563589542e-05
0.0062107072962646961,0.038735007612095307,-6.1128485959405571e-05
-0.0333989090185213,-0.027938729518678811,6.6316423137600852e-05
-0.073093188107537649,0.005253741737837006,-1.6797699179931239e-05
-0.10033296143453078,-0.0080988692497187421,5.4660250764842595e-05
-0.081110932544664116,-0.060801828186436056,6.3648394441898954e-05
-0.10482677107051282,-0.00065715532954789579,0.00010618350170458068
-0.14920405057682581,0.023951916180160883,-8.8952476314512793e-06
-0.15209543567650505,-0.10226205538073824,0.00017983749138095583
-0.091555412640635547,-0.01801350014341593,3.0838939835660568e-05
-0.12835170647812658,0.020805949000955677,6.7131528744117884e-05
-0.33949185358859579,-0.057224346326941053,9.0353754827355684e-05
-0.24312932747065083,-0.04805682181025029,2.2257979504255023e-05
0.022059162292844634,-0.040251313723701117,9.8640708860953135e-05
-0.0023088891030312846,0.024042180871788336,4.9820253510244814e-05
-0.0037451837074655089,-0.039985083861282092,4.1452454815645827e-05
-0.19207128493315739,-0.008630918259285348,7.1163597018420116e-05
-0.11111722257477569,0.023471934235092466,-9.2645036164704188e-06
0.07337827773089961,0.075201272556522814,-0.00018395715096745387
0.15393405403210503,-0.036638253446863972,8.534482140034954e-05
0.12418317730512468,-0.033875501638207448,6.4910325572851136e-05
0.043358163682390427,-0.0049434206907455758,-7.4201458160847318e-05
0.0045058056412325964,0.049558408324097324,-0.0001028814095690582
0.070690078350931967,-0.023085288186813657,5.6656092438227558e-05
0.040041442583824943,-0.050869262632715108,8.5916236248905484e-05
0.03885294545659379,0.065168053946922211,-0.00025364808703739984
0.058642926365152823,0.098746280730530017,-9.8890003106554656e-05
0.025872026070442304,-0.0035177075114245296,-6.239283716588518e-05
0.094070117791841448,0.06002087025598269,-1.1362385618519066e-06
0.0032732691910121875,0.014234729597940282,-7.896417824137851e-05
0.075079855209543259,0.0082972159545390417,9.4403120826333168e-06
0.024739752007956198,-0.048606541984331258,6.912662464129896e-05
-0.007026674365969144,0.01595194739129745,-3.3893000000083662e-05
0.015477511591742087,-0.038360905010210354,8.8723591677707504e-05
0.016720772376708534,-0.027524207315622273,8.4398831976343207e-05
0.040471433063315215,0.017353777500623099,7.7475998226881623e-06
0.079257733978351452,-0.093714535947458794,6.3514046508174714e-05
0.0030371125673755786,-0.0017142846610756213,-2.8468383097883644e-06
0.051773081645398802,0.017396463808205774,2.4177980336930777e-05
-0.00086464476750582281,0.016367722397712194,-4.7214196536121605e-05
0.028388413571884073,0.051723634388760362,-6.6848028148595726e-05
0.033135587613934502,0.14435582418631759,-0.00020974030560263712
-0.0014544018871283388,0.048340444180087094,-2.1671543792222341e-05
-0.073791685381611474,0.11951867968810745,-0.00023481532043046085
-0.11411082498485869,0.030834296457027455,-7.2240750255109961e-07
-0.07009808349939238,0.016009326604950854,3.8608639655841641e-05
-0.075456290662058501,-0.06432060718401357,0.00014791145048380491
-0.010502096068326064,0.038718422238394716,-8.1356019618781482e-06
0.0065532023458180679,-0.082664131204637906,0.000213280454294918
-0.086419606602607849,0.17482687156702198,-0.00023381013492118031
-0.093416112432290976,0.00021295275977006867,8.6892827987257432e-05
-0.056393793974698569,0.1497976128167085,-0.00015206826018325211
-0.052765054891238672,0.13902816543699878,3.585358096526654e-05
-0.11003480769160748,0.055637017756011889,-5.6127685891302874e-05
-0.17171933394898059,0.024389851072385726,-3.5675971328749048e-05
-0.078091822604066635,0.02052029512274961,0.00010116693835258517
0.046609213039073838,-0.017666945144729027,0.00041396340332857588
0.059551197486450783,0.39538448715993701,-0.00017894130301193231
-0.036155320113600051,0.25109701188001737,0.00014674085514432376
0.030066740208040947,0.49545587460885554,-3.5319014848908045e-05
0.1725978723331778,0.23898330578646798,0.00067500174706846367
0.26975625869398612,0.32153215709185967,0.00095315589360145338
0.35229382137597881,0.30066370807047621,0.00091273810027756312
0.46364374413365683,0.31398549322311065,0.0011691856061421218
0.57065902593217421,0.42647893837519063,0.0011837039191028966
0.82545040077318266,0.45534074051795587,0.0018025556943261432
0.87077456994028213,0.31377480078586995,0.0023184466785969959
0.81429894705969907,0.66522816952453767,0.0014080263349444506
0.39262097723370959,0.48199125441842783,0.001488280798653645
0.89121408675860214,0.5271865749795831,0.0028278785927585513
1.3831317317901921,0.48831524231891488,0.0038624224684244554
1.3896482861424899,0.12478254525759409,0.0049111854696437529
0.60960226490224667,1.0972297713812786,0.0012392726150542881
1.2646809514476769,-0.74800434409943062,0.0071366841598810857
0.66012972251089352,1.0307634239040822,0.0023891806608438144
1.1872264293512944,-0.38347594561914061,0.0062205979655396218
1.4501510614987347,-1.1754996072181438,0.010189824558577303
-0.073603992327289258,1.584385949574544,0.0019005567141096103
0.56365918383555791,0.26495853442685124,0.0034327885385819074
0.10770895922927115,0.49520278720544719,0.0038609385008038059
-0.092771201658934294,1.392439435376321,0.0023184416750097123
0.39511366315738761,0.4612642981473743,0.0044190102078652824
-0.044243074293139041,0.95387269610647085,0.0028777098609165186
-0.77142701895636223,3.0188706581234332,-0.00067708750920628233
-0.060465087365928094,0.52268293306333335,0.0038900528747835717
0.15656604115010356,0.80595804244661573,0.0032622515810359349
1.7204434555708354,-1.0599315311459312,0.01066611110294375
-0.72813788425752024,2.1295919413838722,0.00040009624184425362
-0.70324819173185427,2.2586444723752677,-0.00028422043919925028
1.2871300378968717,-0.17102835542019179,0.0071331217979210453
-0.39394310049464765,1.1931338117125989,0.0019538694221070746
0.57689250276850268,0.76320450085262415,0.0039054845925014904
1.2956846344348973,-0.21153156709324109,0.0062211207630227857
0.5527219174944511,-0.52380706974065128,0.0051438637771685442
0.45113188858440562,0.98334771252181619,0.0032931438586864432
0.2971477235616492,0.66497868762980694,0.0027639886807993112
-0.15917998933680283,0.88377788720851014,0.001590798832271137
-0.13775731709401198,0.84604246905339153,0.0018182424554080802
0.019975723137674484,0.59767854740340387,0.0022378486743478729
-0.11152394133951504,0.72313940128690468,0.0019115875503152924
-0.01883750386403996,0.56471500229036808,0.0017032641635862298
-0.14717654199248459,0.48502017195789138,0.0015700590370939568
-0.2856590469187919,0.55810156308687864,0.0012659746535611789
-0.20511300915398126,0.27652790391458631,0.0015236810443636224
-0.18127459285429154,0.38229363973973074,0.001204851146561436
-0.24773467624125547,0.67795264481124407,0.00060376850724600819
-0.4478946254378216,0.36361579966473501,0.00060930641205866117
-0.030098619699323099,0.17338395078761673,0.00041520708786286576
0.10455599943710889,0.31343504063336447,0.0003093024812263254
-0.68898035947042213,0.34858474948713075,0.00097976456146393475
-0.39436662929725563,0.27843316359517256,0.00021780423107188698
-0.41773630484316393,0.16954292601117332,8.1776220640216653e-05
-0.63202184947764906,0.21050089437805339,-0.00013831669605818151
-0.61269374253773989,0.15620927411840158,-4.1937601324596957e-05
-0.86238322449550431,0.089148191493966994,-0.00019936471500410104
-0.48882862091866014,0.15056424193531887,-0.00046602285780512876
-0.46182615893869938,-0.032790364667765803,-6.7966271437970753e-05
-0.45361537262347551,-0.038150932407926642,-0.00026911761803654027
-0.30075800033211286,0.089377064555544145,-0.00046057247832567038
-0.38219474043298041,0.22707287369350562,-0.00064800359536524113
-0.35413997300712974,0.20030215469208568,-0.00067949864671718561
-1.1327227924808465,-0.11581677343854152,-0.0010294861974271894
-0.66854529308671029,0.11651997888688337,-0.00077980067568144947
-0.49089585152630033,0.00094338380628132198,-0.00047089334290862636
-0.54454693495814577,-0.11695689090244171,-7.0628425091542779e-05
-0.48857928241285753,-0.049688006581926625,-0.00051008797626562346
-0.35064398358989801,0.075506104153885062,-0.00061459588625577277
-0.3664033608062095,0.13774278307060328,-0.00054900699380221651
-0.26415310356318311,0.049261643466365843,-0.00029228427791760101
-0.24335172807505778,0.14070912978910144,-0.00042841389242779778
-0.28789573225361764,0.1652166327830133,-0.00057783120701070437
-0.30885383215778578,0.1403604643245922,-0.00046379206490763328
-0.36565869480092583,-0.014642094728505251,-0.00027586648340160156
-0.26433517135067369,-0.04925975853155512,-0.00017225997165547013
-0.34062087042912675,-0.054642266639739721,-0.00013101588818124934
-0.37947229487325418,-0.24793908162943651,-2.7037136576341015e-05
-0.50693476274826055,0.075002096874780988,-0.00044707775477665523
-0.39143505336160123,-0.15574038616283969,4.7285901994124688e-05
-0.27830170640163399,-0.03079065781691739,-5.2311875949123201e-05
-0.30182878524062023,-0.19171602346554206,0.00018435805261237466
-0.15403575351218313,-0.11664835601053339,6.6229831179301322e-05
-0.26306659800870519,-0.14330365331067851,0.00018686334314463483
-0.17693681355715085,-0.14232408373994687,0.00024766969377671116
-0.19384620847456355,-0.019689621158431952,0.00013810134974575361
-0.16201400102756469,-0.061777913841898277,0.00025368070816529599
-0.082920210447145662,-0.058882684732329528,0.00024127239925032695
-0.143973143372574,-0.046032892826138393,0.00012459887920955376
-0.14870780730854283,-0.05115644869156151,0.00010065728630706617
-0.16676122546249095,-0.093923001951878582,0.00028233532601063931
-0.19171336815926415,-0.020876044920281722,1.6777812071067301e-05
-0.17554789864001749,0.033956454451870191,5.9219548851502641e-05
-0.10458895695017367,-0.20680688301079575,0.00048960963558899681
-0.055721949207808152,-0.068506266772229554,0.00031591817502503461
-0.099352117273016169,-0.11406498271905234,0.00037261142780745186
-0.11295165357269873,-0.026709713356655795,0.00023926930278925668
-0.19711511955617431,-0.044567273811275711,9.7156522977853843e-05
-0.1837101700812,-0.08688869380382952,-9.5913627274044364e-06
-0.19433661831570304,-0.15526146810733801,0.00010905162559069661
-0.28122700756026098,-0.097969871137316075,-6.5269824671790845e-05
-0.13215160197836129,-0.083893066106704717,9.678491760881134e-06
-0.23213960823076984,-0.18956675644006854,-0.00017714810039218826
-0.21591835307323876,-0.2190080676446361,-0.00016075684782272266
-0.21392016784365331,-0.18962586946075632,-0.00030907648282827875
-0.21575393685700331,-0.066925484892852882,-0.00045689564176070298
-0.17924437495943757,-0.21195197759744305,-0.00026706091506554987
-0.13979317103345493,-0.21089731490853147,-0.00020101146382159573
-0.19833778067000771,-0.11138739284209184,-0.00038911609703460258
-0.18015594039562588,-0.21483562119606819,-0.00031355651275033648
-0.098908338361779979,-0.18846693047580443,-0.0001806313075815523
-0.082354088799887537,-0.079371933247702559,-0.00026758847643637931
-0.03777195287703377,-0.24291804691239482,-4.2661795724812766e-05
-0.081048675012432542,-0.15637070560528329,-0.00023612723888408855
-0.051935800030371723,-0.046655752141386037,-0.00029276525253164485
-0.026125008414771951,-0.16918839915837264,-6.5962077075473909e-05
-0.013265325650302903,-0.14669934948606558,8.6132507649852457e-06
0.10823693580626013,-0.091343146107508585,0.00011499576434266457
0.068691466649388938,-0.012801284403935742,-5.7151954117682175e-05
0.057789871472427055,-0.12408951147614669,-5.7455319541053677e-07
0.097575637869466547,-0.021386233178715335,-7.9555911561918132e-05
0.08391520860802601,-0.027505453006402059,6.4728800669731234e-05
0.2027463433777657,-0.057643360046640807,0.00025962080523921175
0.18458380718559114,-0.034401819645121942,0.00015419048765331466
0.2261997095673994,-0.043917465396582013,0.00022036990372790457
0.24723058557026126,0.14583331841226974,-4.8225702505749502e-05
0.26107787395931481,0.048364349897072036,0.00011179713992107382
0.27219305420941509,-0.0018587656533906038,0.00010555481875962017
0.34246530847495021,-0.039338365649535745,0.0002008277017635942
0.34195086316263329,-0.034471026086042356,0.00020870701913651383
0.22273707871067019,0.056540775946274185,-6.8206632736469465e-05
0.29283372245911993,0.14122657374524047,-0.00014897178343137909
0.24683087225134054,-0.013434337642590832,3.3754859675558275e-05
0.23657044297626187,0.0001560893797207219,2.8234521973116788e-06
0.22798972527602371,-0.018342736396376985,-0.00012839765639091106
0.23415783785903266,-0.032664509785414596,-2.6025233882446619e-05
0.29334018399175521,0.046620537262771676,1.3801859381299269e-05
0.27785534349093133,0.2303439478375939,-0.00016303936615296751
0.36066975414099722,-0.056108241338077375,0.0002395402606954644
0.29053654073280849,0.022236649152841136,7.0447862103735254e-05
0.24101461123494838,0.12775846840718241,-0.00022131006691323177
0.17436175249189917,0.13136752703558835,-0.00033102625529935538
0.16978141026443624,0.12852209374586174,-0.00066508958637683077
0.10836392997300548,0.12483385787546464,-0.00069999396526304147
0.20556002053183589,0.040413289884579942,-0.00055404403619651232
0.2757832532288369,-0.10175462767762883,-0.00025680278778945697
0.33343040769258941,0.024467306917673848,-0.00040205864762988424
0.34461541829296832,-0.13259784916981979,-0.00018025620267034676
0.38117430584863954,-0.020787652304517679,-0.00026168163243587265
0.42599956674246059,0.072397131484880126,-0.00024100590296150778
0.47790285185288717,-0.031192974987342571,-0.00015619128301296525
0.4775094254919201,0.0058022149356761754,-6.4708643358841764e-05
0.57570149562526962,0.053245771578199763,5.2606009717781488e-05
0.47636828800965725,0.19502387496618992,-2.4490191423830479e-05
