Timestamp,x,y,z
1609945955.1803162,0.008614353835582735,-0.0014928544405847786,0.0033633264247328043
1609945955.3839602,0.008556130342185497,-0.0015212725847959518,0.0033863924909383063
1609945955.6255517,0.008551042526960373,-0.0015013912925496695,0.0033569354563951497
1609945955.7924607,0.008677137084305283,-0.001868392922915518,0.00334955402649939
1609945956.0025184,0.008734272792935373,-0.0017109826439991593,0.0033501654397696265
1609945956.184102,0.008705588057637215,-0.001734999590553343,0.0033975129481405015
1609945956.383857,0.00853223167359829,-0.0015822692075744271,0.0034049788955599065
1609945956.630131,0.008633210323750973,-0.001521270140074193,0.0034355078823864464
1609945956.7841125,0.008634502999484537,-0.0014799776254221797,0.003414640901610255
1609945957.009614,0.009032776579260824,-0.0017214454710483553,0.002792301587760448
1609945957.1845872,0.009233606979250906,-0.0023083367850631475,0.00264162034727633
1609945957.388357,0.009037327952682974,-0.0013811619719490409,0.0032799013424664736
1609945957.6348257,0.007740503642708062,-0.0019189945887774231,0.0036875836085528135
1609945957.7903042,0.007629122585058212,-0.001780656399205327,0.003801504615694284
1609945958.0069385,0.008198445662856102,-0.0014439169317483904,0.004135841503739357
1609945958.185972,0.007968724705278873,-0.0014059178065508602,0.004246346652507782
1609945958.392857,0.0048078680410981196,-0.005557793192565442,-4.9617297918302945e-05
1609945958.630503,0.001734216697514057,-0.010780544951558113,-0.0014718270394951103
1609945958.7903705,0.0015923642786219716,-0.022964073345065117,0.0013240355765447018
1609945959.024542,-0.0417552888393402,-0.052771285176277154,-0.007938881404697893
1609945959.1943734,-0.012203711085021494,-0.055513665080070496,-0.005260987207293511
1609945959.3975751,0.06850606203079221,0.005527927540242671,-0.01108018960803747
1609945959.6321518,-0.010317494161427021,0.007507124450057744,-0.005983283277601003
1609945959.7883947,0.006330824922770261,-0.011728125624358652,-0.004429893568158149
1609945960.0137677,-0.007134975865483283,0.008152374997735023,-0.014631631784141062
1609945960.2009296,0.02074646763503551,-0.0010101465741172435,-0.033452089875936515
1609945960.3900151,0.020224062725901604,-0.00928716268390417,-0.040174450725316994
1609945960.637535,-0.0425412580370903,-0.027334410697221753,-0.025540305301547047
1609945960.8075814,-0.03378912061452866,-0.03504781424999237,-0.01556131709367037
1609945961.011044,-0.03262415528297424,-0.0070253806188702575,-0.010190682485699654
1609945961.1981285,-0.02259382978081703,-0.01601181738078594,-0.0053697214461863015
1609945961.3902078,-0.0002866359136532992,-0.034759059548377984,-0.0060369367711246005
1609945961.6466444,-0.009519640356302261,-0.01510351896286011,-0.007311555556952954
1609945961.7948785,0.015962932258844376,-0.05480856075882912,-0.007990926504135132
1609945962.0106277,0.04211059585213662,-0.05364447832107544,-0.0060033416375517845
1609945962.1927361,0.039809819310903556,-0.042082902044057846,-0.0044041378423571595
1609945962.3920271,0.02970245108008385,-0.03765490651130677,-0.0029923373367637396
1609945962.641713,0.018059000372886654,-0.03558199480175972,-0.000797573651652783
1609945962.7996001,0.0011848703725263476,-0.030339522287249558,0.0017159567214548588
1609945963.0123065,0.010407627560198309,-0.02023916877806187,0.0051175192929804325
1609945963.2069302,0.012611784972250463,-0.00935074035078287,0.007637791335582732
1609945963.421234,-0.01115902792662382,-0.011357644572854042,0.008653273805975912
1609945963.6444175,-0.011806297115981579,-0.009081464260816572,0.0077518164180219165
1609945963.8013003,-0.004003483336418866,-0.01102798897773027,0.004862994421273469
1609945964.0259743,-0.0034370224457234153,-0.020327873528003703,0.0011918562231585388
1609945964.201767,0.007316501811146736,-0.016169138252735134,-0.0009254686883650721
1609945964.4035537,0.005239600781351326,-0.013445762917399405,-0.002513789106160402
1609945964.6466434,-0.002290538745000958,-0.015623426996171473,-0.0032872175797820083
1609945964.8070488,-0.0010430937400087714,-0.01286998111754656,-0.0032664930913597345
1609945965.0274086,0.0026967201847583055,-0.00765554467216134,-0.0037037972360849385
1609945965.2064664,0.0065634879283607,-0.0034099025651812553,-0.0044892774894833565
1609945965.3968472,0.0052379341796040535,-0.0029398442711681128,-0.0037325578741729255
1609945965.638444,0.00411317078396678,-0.03047303669154644,-0.004168462008237838
1609945965.8037221,0.009129761718213555,-0.030223298817872998,-0.003920104354619979
1609945966.0242865,0.0020059705711901184,-0.0253184363245964,-0.0018201750935986636
1609945966.2023964,-0.011676357127726082,-0.020864265039563186,-0.0017855127807706592
1609945966.4071808,-0.009037546813488007,-0.016613760963082314,-0.004946548957377673
1609945966.649292,0.010042158886790276,-0.006597716826945543,-0.008150979876518251
1609945966.8128526,0.004117846488952637,-0.007359093986451625,-0.009975578635931012
1609945967.0290716,0.0058556911535561085,-0.006140485405921936,-0.010377941653132437
1609945967.2042894,0.007721055299043657,-0.0036394884809851655,-0.009311421774327755
