Timestamp,x_error,y_error
1610092288.231195,1.1840449561231792,1.1890016821637543
1610092289.550399,1.1091779139636089,1.0930454828822982
1610092291.087361,0.6246640389156898,1.7178366720317089
1610092292.362415,2.4428438387855014,6.941465576256421
1610092293.745936,-4.123058949340255,31.228351871393404
1610092295.045752,-6.380227617014086,-6.875362473105337
1610092296.071132,-4.030187932352753,-1.2530361500414984
1610092296.985985,-7.158593055047094,-7.702653024800646
1610092297.975127,12.240806528218531,7.811954720214128
1610092299.000313,4.020049883052799,2.7077486845271723
1610092300.052059,4.361469030159714,4.227510081132459
1610092301.090218,7.242306242804584,1.0922299284683583
1610092302.099318,-1.3439526073159171,-4.062298683765066
1610092303.144523,-4.151740125018845,-1.127664694048033
1610092304.21821,-2.677101863341809,3.24491940948263
1610092305.219012,-1.993893606587105,1.5611293762158818
1610092306.229743,1.1026500458545503,-0.8007557782087694
